OTUs,1L02A,1L03A,1L04A,1L05A,1L06A,1L07A,1L08A,1L09A,1L10A,1L13A,1L14A,1W05A,1W06A,2CH02G,2CH03G,2CH05A,2CH06G,2CH07G,2CH08A,2CH10A,2CH11A,2CH12A,2CH13A,2CH14A,2CH15A,2CH19G,2CH20G,2CH22G,2CH24A,2CH28G,2CH29G,2CH30G,2CH31G,2CH32G,2CH35A,2CH36G,2CH37A,2CH39G,2CH42G,2CH43G,2CH44G,2CH45G,2CH46A,2CH48A,2CH49G,2CH54G,2CH55A,2CH56A,2CH57G,2W03A,3L01A,3L02A,3L03A,3W05A,3W07A,3W08A,3W09A,4L04A,4L05A,4L07A,4W02A,4W04A,4W06A,LC10i1A1,LC10i1B1,LC10i1C1,LC10i1D1,LC10i1E1,LC11i2A1,LC11i2B1,LC11i2C1,LC11i2D1,LC12i2A2,LC13i3A3,LC13i3B3,LC14i4A2,LC14i4B1,LC15i5A3,LC16i5A1,LC17i6A1,LC18i6A2,LC19i6A0,LC1i1A2,LC1i1B2,LC1i1C0,LC1i1D0,LC20i6A0,LC21i6A1,LC22i5A3,LC23i4A3,LC24i5A3,LC25i5A1,LC26i6A1,LC27i6A1,LC28i2A1,LC28i2B2,LC28i2C2,LC29i4A3,LC2i2A2,LC2i2B2,LC2i2C2,LC2i2D2,LC2i2E1,LC2i2F1,LC32i5A1,LC33i2A3,LC33i2B3,LC33i2C3,LC34i5A1,LC35i5A3,LC36i4A1,LC3i3A2,LC3i3B2,LC3i3C2,LC3i3D2,LC4i1A0,LC4i1B0,LC4i1C0,LC5i1A3,LC5i1B3,LC5i1C3,LC5i1D3,LC7i2A2,LC7i2B2,LC7i2C2,LC7i2D2,LC9i6A1,SP1i4A2,TU10i6A0,TU16i6A0,TU17i6A0,TU19i6A2,TU1i4A3,TU20i5A0,TU28i5A1,TU2i4A3,TU2i4B3,TU30i3A3,TU30i3D3,TU30i3E3,TU30i3F3,TU31i6A2,TU34i5A3,TU35i5A1,TU36i4A3,TU36i4B3,TU36i4C3,TU37i4A3,TU37i4B3,TU38i4A2,TU39i4B1,TU39i4C1,TU40i3A3,TU40i3B3,TU41i3A2,TU41i3B2,TU42i3A1,TU43i2A1,TU47i4A3,TU48i4A1,TU49i4A2,TU49i4B1,TU4i3A3,TU50i3A3,TU50i3B3,TU50i3C3,TU51i2A2,TU52i6A3,TU53i6A0,TU54i4A3,TU54i4B2,TU55i4A1,TU55i4B1,TU55i4C1,TU55i4D1,TU56i3A3,TU56i3B3,TU56i3C3,TU57i3A1,TU57i3B1,TU57i3C1,TU57i3D1,TU58i3A1,TU59i3A3,TU5i4A1,TU60i2A3,TU60i2B3,TU60i2C3,TU60i2D2,TU61i1A1,TU62i3A2,TU63i6A1,TU64i4A2,TU65i3A2,TU66i3A1,TU67i3A2,TU68i2A2,TU68i2B2,TU68i2C2,TU68i2D2,TU69i6A1,TU6i6A0,TU71i5A1,TU73i3A0,TU74i4A1,TU79i5A3,TU7i6A0,TU81i5A0,TU84i2A0,TU8i6A0,VM1i6A1,VM2i6A1,VM4i6A1,VM5i6A1
OTU_140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,8,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,16,25,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
OTU_832,8,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,1,0,17,1,0,1,0,1,0,2,0,0,0,10,0,0,0,8,0,0,0,0,1,3,0,0,0,4,0,0,4,1,4,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,2,3,0,0,0,0,0,0,2,2,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,3,0,0,0,1,1,0,0,6,1,12,7,5,6,0,37,5,4,5,0,7,0,1,1,0,0,2,15,2,0,0,0,0,0,9,0,2,2,6,10,0,0,4,15,26,0,2,3,0,4,3,2,7,6,0,17,0,1,0,0,9,0,1,4,1,0,0,0,0,0,0,0,10,12,0,1,0,0,7
OTU_2314,34,8,18,6,6,6,9,5,8,7,15,0,5,0,0,4,0,5,25,4,7,18,11,0,0,0,0,61,5,0,0,9,0,3,0,0,0,0,0,0,0,0,9,3,0,0,4,2,0,1,9,0,3,23,4,4,6,0,0,2,7,9,2,1,0,3,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,25,10,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,3,0,5,1,0,0,0,1,2,0,3,1,0,0,0,0,3,1,0,0,0,12,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_260,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58,0,8,106,51,0,24,0,0,49,0,0,9,34,0,4,0,8,17,3,0,31,0,0,12,0,35,5,16,60,0,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_187,0,2,8,8,19,11,9,3,14,2,13,0,5,0,0,1,0,1,32,5,8,60,24,0,14,0,0,0,23,0,0,2,0,0,0,0,22,0,0,0,0,0,5,4,0,7,29,16,0,2,0,3,5,12,3,0,5,0,0,3,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,22,0,0,0,6,0,0,3,20,0,0,0,0,2,0,0,3,0,0,13,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,6,8,1,0,0,0,0
OTU_164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_552,1,12,7,10,23,9,15,12,11,7,34,1,5,0,0,0,0,1,0,1,6,22,7,1,0,0,0,3,7,0,2,4,0,0,3,0,5,0,0,0,0,9,2,1,0,0,7,11,0,4,15,0,6,18,20,8,12,1,2,2,6,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,9,4,3,0,1,0,9,5,4,3,1,0,0,4,0,0,0,2,0,12,3,0,0,0,0,0,4,2,0,0,2,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,4,2,0,0,0,0,4
OTU_680,0,5,5,1,6,0,6,3,0,0,25,0,1,0,0,5,0,4,31,6,0,10,0,0,1,0,0,0,56,0,0,0,2,0,0,0,13,0,0,0,0,0,0,1,16,0,27,9,0,0,0,27,0,2,0,2,0,0,1,1,12,19,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,4,9,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,2,20,2,0,0,8,2,0,3,8,2,0,9,12,2,0,0,1,0,0,0,3,6,1,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
OTU_1244,9,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,4,12,0,2,0,0,4,0,0,0,0,0,0,9,4,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,2,4,2,0,11,1,6,2,0,0,1,4,1,0,0,0,0,0,0,0,1,1,0,0,6,4,3,0,0,2,0,0,2,0,0,0,12,0,0,3,0,6,0,0,7,6,0,2,2,0,3,1,11,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,1,3,0,0,51,13,0,7,0,0,1,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,8,3,2,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_430,23,20,25,6,29,20,27,13,16,12,11,2,39,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,8,0,1,6,20,5,45,9,10,12,1,2,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1048,0,2,2,2,4,1,1,2,3,1,2,0,6,16,0,0,0,4,3,2,4,18,0,0,0,10,0,8,0,0,0,0,2,0,0,0,6,0,0,1,0,0,3,2,0,0,14,1,0,1,0,0,0,9,7,3,2,0,1,0,18,4,0,0,0,0,0,0,0,2,0,0,2,4,0,6,5,0,1,0,1,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,5,0,0,2,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,3,0,2,0,5,1,0,0,0,3,3,0,2,3,3,21,5,4,0,0,6,4,0,3,12,8,3,0,1,2,0,0,0,0,3,0,3,1,6,12,0,0,1,1,5,0,4,2,0,0,0,1,0,2,0,8,0,0,0,8,10,7,0,0,6,1,0,0,3,0,0,0,1,2,0,0,0,0,0
OTU_254,7,14,70,0,8,26,8,4,2,8,66,0,3,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,4,30,141,6,6,0,0,2,6,2,2,7,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_501,0,1,4,1,3,3,0,1,2,0,7,0,0,0,0,0,0,2,1,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,3,0,0,1,1,0,0,0,0,0,4,0,0,3,0,0,0,1,3,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,2,0,10,0,0,0,2,0,1,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,8,0,2,2,12,15,0,2,15,2,0,66,46,3,19,0,9,5,1,0,2,1,0,17,0,0,0,0,0,0,6,0,5,4,7,3,2,0,9,24,10,0,0,3,4,2,5,1,1,10,0,11,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,20,4,18,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,11,2,1,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_265,0,1,10,0,0,1,0,2,1,0,2,0,0,0,0,30,0,0,37,169,0,26,17,4,4,0,0,0,0,5,0,0,0,0,5,0,14,0,0,0,0,0,20,7,0,6,11,12,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,1,0,12,8,2,4,0,0,0,0,0,3,0,2,11,0,0,0,0,0,1,12,14,0,1,1,1,0,0,3,2,4,0,0,0,0,0,0,5,0,6,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_4270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,32,11,3,0,0,0,0,0,0,0,0,0,0,0,0,11,2,7,124,103,2,0,0,0,0,0,0,0,15,66,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_443,0,0,2,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,14,0,11,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,1,0,0,22,9,60,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,4,3,11,1,2,0,2,0,2,0,0,1,0,1,3,2,4,0,0,1,2,2,39,2,3,0,0,0,0,0,1,0,13,4,8,6,14,17,0,5,5,0,0,1,11,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,10,0,0,0,2,8,0,0,0,0,0,4,0,1,0,0,8,0,0,0,27,0,0,0,2,0,1,0,0,0,0,1,0,0,0
