OTUs,Domain,Phylum,Class,Order,Family,Genus
OTU_3754,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-013uncultured bacterium
OTU_2223,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-013uncultured bacterium
OTU_2872,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-013uncultured bacterium
OTU_1547,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-013uncultured bacterium
OTU_3167,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-013uncultured bacterium
OTU_1936,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-013uncultured bacterium
OTU_566,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-013uncultured bacterium
OTU_4886,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-013uncultured bacterium
OTU_1363,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-013uncultured bacterium
OTU_297,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-013uncultured bacterium
OTU_1442,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-013uncultured bacterium
OTU_3988,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-013uncultured bacterium
OTU_5533,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-013uncultured bacterium
OTU_4575,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-013uncultured bacterium
OTU_1971,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_1155,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_519,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_1059,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_587,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_780,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_3545,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_1910,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_4434,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_4301,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_441,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_2238,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_4304,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_4314,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_537,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_3378,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_1687,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_542,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_2629,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_426,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_2523,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_2747,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_497,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_930,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_2527,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_730,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_795,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_664,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_5165,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_3190,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_1518,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_4635,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_2525,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_1718,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_2965,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_2718,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_4537,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_4273,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_5127,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured bacterium
OTU_723,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured rumen bacterium
OTU_884,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured rumen bacterium
OTU_557,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured rumen bacterium
OTU_2520,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured rumen bacterium
OTU_3285,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured rumen bacterium
OTU_2222,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcaceae UCG-014uncultured rumen bacterium
OTU_1994,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 1uncultured bacterium
OTU_744,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 1uncultured bacterium
OTU_170,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 1uncultured bacterium
OTU_1960,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 1uncultured bacterium
OTU_2585,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 1uncultured bacterium
OTU_4093,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 1uncultured bacterium
OTU_748,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 1uncultured bacterium
OTU_1685,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 1uncultured bacterium
OTU_1410,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 1uncultured bacterium
OTU_574,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 1uncultured bacterium
OTU_354,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 1uncultured bacterium
OTU_61,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 1uncultured bacterium
OTU_4624,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 1uncultured bacterium
OTU_85,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 1uncultured bacterium
OTU_1946,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 2uncultured bacterium
OTU_5299,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 2uncultured bacterium
OTU_3485,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Ruminococcus 2uncultured bacterium
OTU_4816,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae, D_5__SaccharibacillusSaccharibacillus sacchari DSM 19268
OTU_1261,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae, D_5__Saccharibacillusuncultured bacterium
OTU_2121,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae, D_5__SaccharomonosporaSaccharomonospora azurea SZMC 14600
OTU_3367,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae, D_5__SaccharopolysporaSaccharopolyspora rosea
OTU_4354,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae, D_5__SaccharopolysporaSaccharopolyspora sp. 13-18-42
OTU_1678,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae, D_5__SaccharopolysporaSaccharopolyspora sp. ZS1-8
OTU_72,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae, D_5__Saccharopolysporauncultured bacterium
OTU_362,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae, D_5__Saccharopolysporauncultured bacterium
OTU_113,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae, D_5__Saccharopolysporauncultured bacterium
OTU_228,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae, D_5__SaccharothrixSaccharothrix syringae
OTU_1736,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Salegentibacteruncultured bacterium
OTU_2987,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae, D_5__Salinibacteruncultured bacterium
OTU_1241,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae, D_5__Salinibacteruncultured Bacteroidetes bacterium
OTU_4775,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae, D_5__Salinibacteruncultured Bacteroidetes bacterium
OTU_174,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae, D_5__Salinicolauncultured bacterium
OTU_4761,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__SalinimicrobiumFlavobacteriaceae bacterium UDC353
OTU_1966,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Salinimicrobiumuncultured bacterium
OTU_708,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Salinimicrobiumuncultured bacterium
OTU_762,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Salinimicrobiumuncultured bacterium
OTU_1590,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Salinimicrobiumuncultured bacterium
OTU_5059,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Salinimicrobiumuncultured Bacteroidetes bacterium
OTU_575,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Salinimicrobiumuncultured soil bacterium
OTU_173,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae, D_5__SalinisphaeraSalinisphaera hydrothermalis C41B8
OTU_1300,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae, D_5__SalinisphaeraSalinisphaera sp. T31B1
OTU_3463,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae, D_5__SalinispiraSpirochaeta sp. JC230
OTU_2501,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae, D_5__Sandaracinusuncultured bacterium
OTU_3683,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae, D_5__Sandaracinusuncultured bacterium
OTU_3440,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae, D_5__Sandaracinusuncultured Sandaracinus sp.
OTU_2606,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae, D_5__Sandarakinorhabdusuncultured bacterium
OTU_5476,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Schlesneriauncultured bacterium
OTU_4950,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Schlesneriauncultured planctomycete
OTU_4564,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae, D_5__SciscionellaSciscionella marina DSM 45152
OTU_1891,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae, D_5__Sciscionellauncultured Pseudonocardiaceae bacterium
OTU_1220,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI, D_5__Sedimentibacteruncultured bacterium
OTU_4771,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI, D_5__Sedimentibacteruncultured Clostridia bacterium
OTU_858,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI, D_5__Sedimentibacteruncultured Sedimentibacter sp.
OTU_3291,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI, D_5__Sedimentibacteruncultured Sedimentibacter sp.
OTU_2913,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Sediminibacteriumuncultured bacterium
OTU_2164,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Sediminibacteriumuncultured Bacteroidetes bacterium
OTU_1438,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Sediminibacteriumuncultured Sediminibacterium sp.
OTU_4938,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae, D_5__SEEP-SRB1uncultured organism
OTU_3537,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__SegetibacterSegetibacter koreensis DSM 18137
OTU_474,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Segetibacteruncultured bacterium
OTU_1608,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Segetibacteruncultured bacterium
OTU_1509,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Segetibacteruncultured bacterium
OTU_2564,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Segetibacteruncultured bacterium
OTU_1600,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Segetibacteruncultured bacterium
OTU_5185,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Segetibacteruncultured bacterium
OTU_2516,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Segetibacteruncultured bacterium
OTU_277,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Segetibacteruncultured bacterium
OTU_508,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Segetibacteruncultured Sphingobacteriales bacterium
OTU_4251,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae, D_5__SeinonellaSeinonella peptonophila
OTU_2104,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae, D_5__Seinonellauncultured bacterium
OTU_3016,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae, D_5__Selenomonasuncultured bacterium
OTU_4050,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae, D_5__ShewanellaShewanella sp. BSi20587
OTU_116,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae, D_5__Shewanellauncultured bacterium
OTU_4511,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae, D_5__ShimazuellaShimazuella sp. FXJ7.206
OTU_896,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae, D_5__Shimazuellauncultured bacterium
OTU_1804,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__Shuttleworthiauncultured bacterium
OTU_3984,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__Shuttleworthiauncultured bacterium
OTU_931,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae, D_5__Simiduiauncultured bacterium
OTU_1480,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae, D_5__Simiduiauncultured bacterium
OTU_1062,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae, D_5__Simiduiauncultured bacterium
OTU_717,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae, D_5__Simiduiauncultured bacterium
OTU_5306,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae, D_5__Simiduiauncultured bacterium
OTU_3083,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__SingulisphaeraIsosphaera sp. Br2-1
OTU_2928,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__SingulisphaeraIsosphaera sp. Io3-2
OTU_589,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__SingulisphaeraSingulisphaera sp. Io3-5
OTU_1869,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_2499,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_4663,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_1612,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_1231,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_4378,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_1845,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_2088,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_3365,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_2792,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_4899,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_1900,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_1732,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_4246,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_626,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_5478,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_4655,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured bacterium
OTU_2536,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured planctomycete
OTU_925,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured Singulisphaera sp.
OTU_3019,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured Singulisphaera sp.
OTU_3811,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Singulisphaerauncultured Singulisphaera sp.
OTU_1555,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__SiphonobacterSiphonobacter sp. CT 6-05
OTU_4006,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__Skermanellauncultured bacterium
OTU_564,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__Skermanellauncultured bacterium
OTU_5132,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__Skermanellauncultured bacterium
OTU_2082,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae, D_5__Slackiauncultured bacterium
OTU_1889,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae, D_5__SM1A02uncultured bacterium
OTU_3639,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae, D_5__SM1A02uncultured bacterium
OTU_3289,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae, D_5__SM1A02uncultured bacterium
OTU_1194,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae, D_5__SM1A02uncultured bacterium
OTU_4131,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae, D_5__SM1A02uncultured bacterium
OTU_2892,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae, D_5__SM1A02uncultured bacterium
OTU_3235,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae, D_5__SM1A02uncultured bacterium
OTU_4225,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae, D_5__SM1A02uncultured bacterium
OTU_2000,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae, D_5__SM1A02uncultured organism
OTU_2310,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae, D_5__SM1A02uncultured Planctomycetales bacterium
OTU_5136,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae, D_5__SM1A02uncultured planctomycete
OTU_2205,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae, D_5__Smaragdicoccusuncultured actinobacterium
OTU_1928,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Solimonadaceae, D_5__SolimonasSolimonas terrae
OTU_499,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae, D_5__SolirubrobacterSolirubrobacter soli DSM 22325
OTU_5534,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae, D_5__Solirubrobacteruncultured bacterium
OTU_3037,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae, D_5__Solirubrobacteruncultured bacterium
OTU_1164,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae, D_5__Solirubrobacteruncultured bacterium
OTU_1688,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae, D_5__Solitaleauncultured Solitalea sp.
OTU_1175,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae, D_5__Sorangiumuncultured bacterium
OTU_2533,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae, D_5__Sorangiumuncultured bacterium
OTU_2287,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae, D_5__Sorangiumuncultured bacterium
OTU_5377,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae, D_5__Sorangiumuncultured bacterium
OTU_3760,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae, D_5__Sorangiumuncultured delta proteobacterium
OTU_2419,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae, D_5__Sorangiumuncultured soil bacterium
OTU_151,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae, D_5__SphingobacteriumSphingobacterium shayense
OTU_3723,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae, D_5__SphingobacteriumSphingobacterium shayense
OTU_594,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae, D_5__SphingobacteriumSphingobacterium sp. ACCC 05744
OTU_180,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae, D_5__SphingobacteriumSphingobacterium sp. enrichment culture clone GIN723
