OTUs,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_1864,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured Chloroflexi bacterium
OTU_1692,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_3641,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_3207,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured Caldilineales bacterium
OTU_3368,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_4107,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_4540,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_3118,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_3741,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured Caldilineales bacterium
OTU_5589,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_5049,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_3611,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_2332,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_4723,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_498,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_3214,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_4455,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_2028,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_1706,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_5482,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_2640,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured Chloroflexi bacterium
OTU_2327,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured Chloroflexi bacterium
OTU_4040,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured Chloroflexi bacterium
OTU_3563,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured soil bacterium
OTU_5541,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_4150,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_4114,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_4322,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_1640,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_3622,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_4934,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
OTU_3029,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,,
OTU_2142,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,,
OTU_4393,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,,
OTU_5608,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured soil bacterium,,
OTU_3972,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,,
OTU_2823,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured Chloroflexi bacterium,,
OTU_3490,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured Chloroflexi bacterium,,
OTU_3857,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,,
OTU_2797,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,,
OTU_3358,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,,
OTU_4292,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,,
OTU_4474,Bacteria,SHA-109,uncultured bacterium,,,,
OTU_1661,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,Thermosporothrix,uncultured bacterium
OTU_2728,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,1959-1,uncultured bacterium,
OTU_2137,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,uncultured,uncultured Ktedobacteria bacterium
OTU_3762,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,uncultured,uncultured bacterium
OTU_3043,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_2058,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_4290,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_5557,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured Chloroflexi bacterium,,
OTU_3705,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_3182,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_3052,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured Chloroflexi bacterium,,
OTU_861,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured soil bacterium,,
OTU_4420,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_5368,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_2610,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_2130,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_4345,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_1054,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_1993,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_532,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_5166,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_1172,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_4579,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_1339,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_1166,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_1188,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_3781,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_3412,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_2011,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured Thermomicrobium sp.,,
OTU_2090,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,,
OTU_2558,Bacteria,Chloroflexi,Thermomicrobia,AKYG1722,uncultured Chloroflexi bacterium,,
OTU_5548,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Nitrolancea,uncultured bacterium
OTU_5600,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Nitrolancea,uncultured bacterium
OTU_1672,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Nitrolancea,uncultured bacterium
OTU_4289,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Nitrolancea,uncultured bacterium
OTU_5389,Bacteria,Chloroflexi,Thermomicrobia,AKYG1722,uncultured bacterium,,
OTU_5466,Bacteria,Chloroflexi,Thermomicrobia,AKYG1722,uncultured bacterium,,
OTU_5287,Bacteria,Chloroflexi,Thermomicrobia,AKYG1722,uncultured bacterium,,
OTU_523,Bacteria,Chloroflexi,Thermomicrobia,AKYG1722,uncultured Chloroflexi bacterium,,
OTU_3482,Bacteria,Chloroflexi,Thermomicrobia,AKYG1722,uncultured bacterium,,
OTU_4217,Bacteria,Chloroflexi,Thermomicrobia,AKYG1722,uncultured bacterium,,
OTU_1149,Bacteria,Chloroflexi,Thermomicrobia,AKYG1722,uncultured bacterium,,
OTU_4836,Bacteria,Chloroflexi,Thermomicrobia,AKYG1722,uncultured bacterium,,
OTU_1344,Bacteria,Chloroflexi,Thermomicrobia,AKYG1722,uncultured bacterium,,
OTU_4740,Bacteria,Chloroflexi,Thermomicrobia,AKYG1722,uncultured Sphaerobacter sp.,,
OTU_2140,Bacteria,Chloroflexi,Thermomicrobia,AKYG1722,uncultured bacterium,,
OTU_3081,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured soil bacterium,,
OTU_4555,Bacteria,Chloroflexi,Ktedonobacteria,B12-WMSP1,uncultured bacterium,,
OTU_5182,Bacteria,Chloroflexi,Ktedonobacteria,B12-WMSP1,uncultured bacterium,,
OTU_3577,Bacteria,Armatimonadetes,uncultured Firmicutes bacterium,,,,
OTU_4996,Bacteria,Armatimonadetes,uncultured soil bacterium,,,,
OTU_5462,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_3315,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_3222,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_3162,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_1171,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_1833,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_932,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_2225,Bacteria,Armatimonadetes,uncultured Armatimonadetes bacterium,,,,
OTU_3785,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_809,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_4030,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_4969,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_1846,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_2075,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_2336,Bacteria,Armatimonadetes,uncultured soil bacterium,,,,
OTU_2897,Bacteria,Armatimonadetes,uncultured soil bacterium,,,,
OTU_3806,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_4553,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_4672,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_1933,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_5197,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_3773,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_5511,Bacteria,Armatimonadetes,uncultured bacterium,,,,
OTU_4709,Bacteria,Actinobacteria,MB-A2-108,uncultured bacterium,,,
OTU_3716,Bacteria,Actinobacteria,MB-A2-108,uncultured bacterium,,,
OTU_2408,Bacteria,Actinobacteria,MB-A2-108,uncultured bacterium,,,
OTU_3539,Bacteria,Actinobacteria,MB-A2-108,uncultured actinobacterium,,,
OTU_5625,Bacteria,Actinobacteria,MB-A2-108,uncultured bacterium,,,
OTU_3259,Bacteria,Actinobacteria,Nitriliruptoria,Nitriliruptorales,Nitriliruptoraceae,Nitriliruptor,uncultured bacterium
OTU_4300,Bacteria,Actinobacteria,MB-A2-108,uncultured actinobacterium,,,
OTU_3094,Bacteria,Actinobacteria,MB-A2-108,uncultured bacterium,,,
OTU_2594,Bacteria,Actinobacteria,MB-A2-108,uncultured bacterium,,,
OTU_2250,Bacteria,Actinobacteria,MB-A2-108,uncultured bacterium,,,
OTU_3184,Bacteria,Actinobacteria,TakashiAC-B11,uncultured actinobacterium,,,
OTU_5448,Bacteria,Actinobacteria,TakashiAC-B11,uncultured actinobacterium,,,
OTU_3579,Bacteria,Actinobacteria,TakashiAC-B11,uncultured bacterium,,,
OTU_4361,Bacteria,Actinobacteria,TakashiAC-B11,uncultured bacterium,,,
OTU_4927,Bacteria,Actinobacteria,TakashiAC-B11,uncultured bacterium,,,
OTU_2855,Bacteria,Actinobacteria,TakashiAC-B11,uncultured bacterium,,,
OTU_3141,Bacteria,Actinobacteria,TakashiAC-B11,uncultured Actinomycetales bacterium,,,
OTU_3948,Bacteria,Actinobacteria,TakashiAC-B11,uncultured bacterium,,,
OTU_5560,Bacteria,Actinobacteria,TakashiAC-B11,uncultured bacterium,,,
OTU_4588,Bacteria,Actinobacteria,TakashiAC-B11,uncultured Actinomycetales bacterium,,,
OTU_4975,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,uncultured bacterium
OTU_2316,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,uncultured Nitriliruptor sp.
OTU_3195,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,uncultured bacterium
OTU_2839,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,uncultured bacterium
OTU_5513,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,uncultured bacterium
OTU_2117,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,uncultured bacterium
OTU_5274,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,uncultured bacterium
OTU_3807,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,uncultured bacterium
OTU_2595,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,uncultured bacterium
OTU_4792,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,uncultured bacterium
OTU_72,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,uncultured bacterium
OTU_3367,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora rosea
OTU_362,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,uncultured bacterium
OTU_4354,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora sp. 13-18-42
OTU_113,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,uncultured bacterium
OTU_1678,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora sp. ZS1-8
OTU_4372,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Longispora,uncultured bacterium
OTU_2904,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Longispora,uncultured bacterium
OTU_3178,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,uncultured bacterium
OTU_838,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Plantactinospora,uncultured bacterium
OTU_4041,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Pilimelia,Pilimelia anulata
OTU_3169,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,uncultured,uncultured soil bacterium
OTU_1106,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Catelliglobosispora,Catelliglobosispora koreensis DSM 44566
OTU_1446,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Catellatospora,Catellatospora citrea subsp. citrea
OTU_2588,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes sp. A-T 5190,
OTU_3316,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes liguriensis
OTU_1660,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Longispora,uncultured bacterium
OTU_1891,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Sciscionella,uncultured Pseudonocardiaceae bacterium
OTU_4496,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,uncultured bacterium
OTU_4925,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,uncultured bacterium
OTU_2131,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,uncultured bacterium
OTU_3788,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,uncultured bacterium
OTU_2342,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,uncultured,uncultured bacterium
OTU_998,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,uncultured bacterium
OTU_1840,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. MS2
OTU_289,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces denticolens
OTU_2048,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,unidentified marine bacterioplankton
OTU_3980,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,uncultured bacterium
OTU_3789,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Haloechinothrix,Haloechinothrix alba
OTU_4564,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Sciscionella,Sciscionella marina DSM 45152
OTU_890,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,uncultured,uncultured bacterium
OTU_2100,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,uncultured,uncultured bacterium
OTU_459,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinokineospora,Actinokineospora sp. SA13
OTU_494,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Prauserella,Prauserella sp. H137
OTU_2121,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora azurea SZMC 14600
OTU_54,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured bacterium
OTU_2725,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,uncultured bacterium
OTU_515,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured bacterium
OTU_296,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured bacterium
OTU_293,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured bacterium
OTU_618,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,uncultured bacterium
OTU_58,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis sp. 01-Gi-030
OTU_916,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis sp. fus135-1
OTU_136,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium,Kibdelosporangium philippinense
OTU_2601,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Longimycelium,Longimycelium tulufanense
OTU_129,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Prauserella,uncultured bacterium
OTU_914,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis orientalis DSM 46075
OTU_114,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,uncultured Amycolatopsis sp.
OTU_482,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,uncultured bacterium
OTU_2147,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kutzneria,Kutzneria sp. SMC 256
OTU_425,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus,Actinoalloteichus sp. AH97
OTU_1022,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema,Actinosynnema pretiosum subsp. pretiosum
OTU_228,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Saccharothrix syringae
OTU_2672,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema,Actinosynnema pretiosum subsp. pretiosum
OTU_4936,Bacteria,Actinobacteria,Actinobacteria,Frankiales,uncultured,uncultured bacterium,
OTU_316,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Crossiella,uncultured bacterium
OTU_1144,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Cryptosporangiaceae,Fodinicola,Fodinicola feengrottensis
OTU_24,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,uncultured,uncultured bacterium,
OTU_1003,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,Gordonia shandongensis DSM 45094
OTU_2212,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,uncultured bacterium
OTU_19,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,uncultured bacterium
OTU_1,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,uncultured bacterium
OTU_370,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,uncultured,uncultured bacterium
OTU_30,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,uncultured bacterium
OTU_2205,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Smaragdicoccus,uncultured actinobacterium
OTU_1251,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia sp. R04-20
OTU_67,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Streptomyces carneus
OTU_615,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia tenerifensis NBRC 101015
OTU_704,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia ignorata
OTU_76,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,uncultured bacterium
OTU_38,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,uncultured bacterium
